codigo,tipo,lat,lon,dado1,dado2,Estatus,responsavel,data
SANTO INACIO,trinca,-15.359,-60.296,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SUBDESTACAMENTO PALMARITO,trinca,-15.403,-60.234,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRIBO MUNDURUCU,trinca,-7.491,-57.849,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRIBO CAIABI,trinca,-8.900,-57.293,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRIBO CAIABI,trinca,-8.392,-57.669,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOSE DO APUI,trinca,-9.775,-57.127,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PARANAITA,trinca,-9.669,-56.475,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
OURO VERDE DOS PIONEIROS,trinca,-10.066,-58.553,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
TUTELANDIA,trinca,-10.258,-59.086,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PARANORTE,trinca,-10.397,-57.720,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
TAPAIUNA,trinca,-10.885,-57.088,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRIBO TATUI,trinca,-10.927,-57.523,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
TERRA ROXA,trinca,-10.943,-57.028,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
UNIAO DA SERRA,trinca,-10.368,-56.423,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
OURO BRANCO,trinca,-10.554,-55.949,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SOL NASCENTE,trinca,-10.425,-55.596,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PEIXOTO DE AZEVEDO,trinca,-10.238,-54.994,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA NONOAI,trinca,-10.360,-55.332,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SOL NASCENTE,trinca,-10.412,-55.499,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA PLANALTO,trinca,-10.434,-55.281,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA XANXARE,trinca,-10.471,-55.041,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA ESTEIO,trinca,-10.490,-55.235,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
TERRA NOVA DO NORTE,trinca,-10.596,-55.120,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
TERRA ROXA,trinca,-11.452,-59.145,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOAO,trinca,-11.434,-57.028,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOAO,trinca,-11.504,-57.162,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO DOS GAUCHOS,trinca,-11.537,-57.412,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
TABAPORA,trinca,-11.307,-56.824,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO ATLANTICO,trinca,-11.656,-55.692,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SINOP,trinca,-11.866,-55.506,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA ATLANTICA,trinca,-11.060,-54.822,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
UNIAO DO SUL,trinca,-11.531,-54.374,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA CARMEM,trinca,-11.974,-55.279,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA SIMIONE,trinca,-12.001,-56.535,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SORRISO,trinca,-12.547,-55.720,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
TAPURAH,trinca,-12.735,-56.516,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PRIMAVERA,trinca,-12.853,-55.833,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
VERA,trinca,-12.291,-55.297,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA TEREZINHA,trinca,-12.626,-54.733,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PADRONAL,trinca,-13.175,-59.879,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAPEZAL,trinca,-13.544,-58.808,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA OESTE,trinca,-13.682,-59.730,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
UTIARITI,trinca,-13.023,-58.281,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOSE DO RIO CLARO,trinca,-13.446,-56.720,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTO ANTONIO DO RIO BONITO,trinca,-13.013,-54.875,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PATRIMONIO,trinca,-13.066,-54.085,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA UNIAO (POSTINHO),trinca,-13.287,-54.257,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA RITA,trinca,-13.556,-55.328,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA RITA DO TRIVELATO,trinca,-13.816,-55.271,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
UIRAPURU,trinca,-14.336,-59.396,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA ELINA,trinca,-14.513,-59.947,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTO AFONSO,trinca,-14.493,-57.012,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
TANGARA DA SERRA,trinca,-14.619,-57.488,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
TAPIRAPUA,trinca,-14.847,-57.760,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SUMIDOURO,trinca,-14.128,-56.696,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PARECIS,trinca,-14.152,-56.934,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTANINHA,trinca,-14.297,-56.624,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
POSTO GIL,trinca,-14.530,-56.228,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PAI LUIS,trinca,-14.747,-56.710,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ROSARIO OESTE,trinca,-14.826,-56.423,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
TIRA-SENTIDO,trinca,-14.830,-56.793,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PRAIA RICA,trinca,-14.827,-55.633,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SETE PLACAS,trinca,-14.146,-54.216,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PARANATINGA,trinca,-14.429,-54.049,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
RANCHARIA,trinca,-14.550,-54.628,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PLANALTO DA SERRA,trinca,-14.663,-54.774,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
RIOLANDIA,trinca,-14.753,-54.968,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA BELA DA SANTISSIMA TRINDADE,trinca,-15.005,-59.947,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
TAQUARUCU,trinca,-15.218,-58.853,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PONTES E LACERDA,trinca,-15.235,-59.331,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VALE DE SAO DOMINGOS,trinca,-15.294,-59.062,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA NOVA,trinca,-15.553,-59.314,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PEDRO NECA,trinca,-15.655,-58.734,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA CARDOSO,trinca,-15.738,-58.922,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOSE DA SERRA,trinca,-15.824,-59.529,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA PRIMAVERA,trinca,-15.053,-57.156,47,47Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA PROGRESSO,trinca,-15.022,-58.249,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO SANTANA,trinca,-15.091,-57.676,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
RESERVA DO CABACAL,trinca,-15.121,-58.383,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SALTO DO CEU,trinca,-15.130,-58.129,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
RONCADOR,trinca,-15.227,-58.184,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
RIO BRANCO,trinca,-15.238,-58.110,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANORAMA,trinca,-15.269,-58.043,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO ESTRELA,trinca,-15.334,-57.223,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA FE,trinca,-15.486,-58.150,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SALOBA,trinca,-15.626,-57.251,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOSE DOS QUATRO MARCOS,trinca,-15.630,-58.178,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA RITA,trinca,-15.687,-57.852,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SONHO AZUL,trinca,-15.771,-58.120,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO ESPERIDIAO,trinca,-15.856,-58.463,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
UEMBE,trinca,-15.069,-56.377,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
TERRA VERMELHA,trinca,-15.236,-56.188,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAPEZAL,trinca,-15.247,-56.562,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA MACHADO,trinca,-15.315,-56.105,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
RIBEIRAO DAS PEDRAS,trinca,-15.361,-56.656,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SUCURI,trinca,-15.551,-56.151,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PASSAGEM DA CONCEICAO,trinca,-15.564,-56.151,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SECO,trinca,-15.635,-56.614,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VARZEA GRANDE,trinca,-15.636,-56.131,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
RANCHARIA,trinca,-15.672,-56.481,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO VELHO,trinca,-15.683,-56.103,47,47Certo,Em aprovação,Gilmar Acacio,01/09/2025
SOUZA LIMA,trinca,-15.744,-56.115,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PAI ANDRE,trinca,-15.751,-56.123,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
RIBEIRAO DOS COCAIS,trinca,-15.772,-56.223,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PEDRA BRANCA,trinca,-15.795,-56.038,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VARGINHA,trinca,-15.813,-56.100,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTO ANTONIO DO LEVERGER,trinca,-15.866,-56.073,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PRAIA DO POCO,trinca,-15.901,-56.042,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
RIO CASCA,trinca,-15.354,-55.457,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PRIMAVERA DO LESTE,trinca,-15.556,-54.294,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SELMA,trinca,-15.614,-54.975,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PITEIRA,trinca,-15.623,-54.911,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAPE,trinca,-15.623,-54.127,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
TORRINHAS,trinca,-15.651,-55.372,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA OPERARIA,trinca,-15.816,-54.911,47,47Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO VICENTE DA SERRA,trinca,-15.821,-55.411,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANALZINHO,trinca,-15.823,-55.023,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
POXOREO,trinca,-15.829,-54.393,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PENSAO SECA,trinca,-15.847,-55.176,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
POMBAS,trinca,-15.900,-54.739,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SERRA BAIXA,trinca,-15.997,-55.351,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO LIMAO,trinca,-16.150,-58.005,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAN MATIAS,trinca,-16.359,-58.403,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO PRESIDENTE,trinca,-16.727,-57.788,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO DA PIUVA,trinca,-16.782,-57.656,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA MARIA,trinca,-16.042,-56.578,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VARZEA BONITA,trinca,-16.076,-56.715,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO DE FORA,trinca,-16.082,-55.813,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
QUILOMBO,trinca,-16.138,-55.739,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PIRIZAL,trinca,-16.236,-56.378,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
POCONE,trinca,-16.263,-56.628,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA DA CAPOEIRINHA,trinca,-16.453,-55.927,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO QUILOMBO,trinca,-16.712,-56.478,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO PEDRO DA CIPA,trinca,-16.007,-54.917,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PARAISO DO LESTE,trinca,-16.068,-54.156,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA ELVIRA,trinca,-16.162,-54.795,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA BOENO,trinca,-16.250,-54.480,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO LOUREN?O DE FATIMA,trinca,-16.312,-54.929,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
VALE RICO,trinca,-16.391,-54.153,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRES PONTES,trinca,-16.403,-54.505,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA OPERARIA,trinca,-16.444,-54.619,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
RONDONOPOLIS,trinca,-16.458,-54.639,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
RIO VERMELHO,trinca,-16.463,-54.485,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOSE DO POVO,trinca,-16.466,-54.256,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA PAULISTA,trinca,-16.471,-54.546,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PEDRA PRETA,trinca,-16.621,-54.473,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOSE DO PLANALTO,trinca,-16.983,-54.529,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO SANTA AMALIA,trinca,-17.286,-56.387,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO COQUEIRO,trinca,-17.346,-55.590,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO JOFRE,trinca,-17.364,-56.771,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SONORA,trinca,-17.585,-54.759,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOSE DO XINGU,trinca,-10.803,-52.733,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA RICA,trinca,-10.011,-51.117,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA CRUZ DO XINGU,trinca,-10.154,-52.392,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA DE CANTAGALO,trinca,-10.459,-51.451,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO ALEGRE DO NORTE,trinca,-10.876,-51.635,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA TEREZINHA,trinca,-10.465,-50.509,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA PONTINOPOLIS,trinca,-11.497,-51.315,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SUIA-MICU,trinca,-11.702,-51.630,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA ISABEL DO MORRO,trinca,-11.576,-50.664,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO SEBASTIAO,trinca,-11.582,-50.931,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO FELIX DO ARAGUAIA,trinca,-11.625,-50.688,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SERRA NOVA DOURADA,trinca,-12.089,-51.401,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
QUERENCIA,trinca,-12.597,-52.208,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
RIBEIRAO CASCALHEIRA,trinca,-12.938,-51.823,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA COLUENE,trinca,-13.540,-52.881,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOSE DO COUTO,trinca,-13.801,-53.082,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO DOMINGOS,trinca,-13.546,-51.409,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SERRA DOURADA,trinca,-13.705,-52.027,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PLACA NATIVA,trinca,-14.631,-52.788,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTO ANTONIO DO LESTE,trinca,-14.802,-53.607,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRAVESSAO REIUNOS,trinca,-14.270,-50.971,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO DOMINGOS,trinca,-14.667,-51.032,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA OLARIA,trinca,-14.691,-52.358,47,47Certo,Em aprovação,Gilmar Acacio,01/09/2025
TORICUEJE,trinca,-15.253,-53.056,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PAREDAO GRANDE,trinca,-15.563,-53.440,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANGRADOURO,trinca,-15.648,-53.907,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VALE DO SONHO,trinca,-15.387,-52.202,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
REGISTRO DO ARAGUAIA,trinca,-15.740,-51.824,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PONTE ALTA,trinca,-15.891,-51.781,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PONTAL DO ARAGUAIA,trinca,-15.904,-52.256,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PONTAL,trinca,-16.062,-52.475,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
TESOURO,trinca,-16.078,-53.552,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
TORIXOREU,trinca,-16.201,-52.553,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA NOVA,trinca,-16.227,-53.600,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
TORIPARU,trinca,-16.386,-53.912,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
POUSO ALTO,trinca,-16.458,-53.037,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
RIBEIRAOZINHO,trinca,-16.487,-52.695,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PONTE BRANCA,trinca,-16.764,-52.837,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA RITA DO ARAGUAIA,trinca,-17.322,-53.206,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025





